UDI;ProductID;Type;AirTemperatureK;ProcessTemperatureK;RotationalSpeedRPM;TorqueNm;ToolWearMin;MachineFailure;TWF;HDF;PWF;OSF;RNF;EventDate;Site;City;Technician;Criticality;EstimatedCost;Status
2067;L49246;L;299,7;309,6;1512;36,2;172;0;0;0;0;0;0;2025-03-22;Site_D;PortHarcourt;Fatima;Medium;3469;Monitoring
2068;L49247;L;299,7;309,6;1553;36,8;174;0;0;0;0;0;0;2025-07-22;Site_C;Kano;David;Low;2389;Scheduled
2069;M16928;M;299,7;309,6;1534;39,1;176;0;0;0;0;0;0;2024-07-06;Site_D;PortHarcourt;Samuel;Low;1017;Scheduled
2070;H31483;H;299,7;309,6;1553;41;179;0;0;0;0;0;0;2025-05-09;Site_B;Abuja;Ngozi;Medium;4460;Scheduled
2071;L49250;L;299,7;309,5;1352;49,7;184;0;0;0;0;0;0;2025-09-16;Site_C;Kano;Ibrahim;Medium;3048;Scheduled
2072;M16931;M;299,7;309,6;1313;60;186;0;0;0;0;0;0;2025-06-30;Site_F;Enugu;Kemi;Medium;3726;Scheduled
2073;L49252;L;299,6;309,5;1570;35,5;189;0;0;0;0;0;1;2026-01-18;Site_F;Enugu;Samuel;Low;1332;Monitoring
2074;L49253;L;299,6;309,4;1677;31,1;191;0;0;0;0;0;0;2025-04-19;Site_E;Ibadan;Ibrahim;Low;1151;Monitoring
2075;L49254;L;299,5;309,4;1602;31,5;193;0;0;0;0;0;0;2025-04-09;Site_D;PortHarcourt;Ibrahim;Low;1235;Scheduled
2076;L49255;L;299,5;309,4;1390;58,8;195;1;0;0;0;1;0;2025-06-17;Site_A;Lagos;David;High;7022;InProgress
2077;L49256;L;299,4;309,3;1544;36;197;0;0;0;0;0;0;2025-02-10;Site_F;Enugu;Kemi;Medium;2938;Monitoring
2078;L49257;L;299,4;309,4;1701;31,2;199;0;0;0;0;0;0;2025-08-05;Site_C;Kano;Samuel;Medium;3622;Monitoring
2079;M16938;M;299,4;309,3;1692;28,4;201;0;0;0;0;0;0;2025-01-31;Site_D;PortHarcourt;Fatima;Medium;4887;Monitoring
2080;M16939;M;299,3;309,3;1523;37,9;204;0;0;0;0;0;0;2025-04-02;Site_A;Lagos;Fatima;Low;1799;Monitoring
2081;L49260;L;299,3;309,2;2280;15,4;207;0;0;0;0;0;0;2025-04-02;Site_B;Abuja;Kemi;Medium;4801;Monitoring
2082;M16941;M;299,4;309,3;1485;47,1;209;0;0;0;0;0;0;2024-08-30;Site_C;Kano;David;Low;1602;Scheduled
2083;H31496;H;299,4;309,2;1513;36,1;212;0;0;0;0;0;0;2024-04-15;Site_F;Enugu;Samuel;Medium;4122;Monitoring
2084;H31497;H;299,4;309,3;1743;28,2;0;0;0;0;0;0;0;2025-12-01;Site_C;Kano;Ibrahim;Medium;5246;Monitoring
2085;L49264;L;299,5;309,3;1442;46,2;5;0;0;0;0;0;0;2026-03-10;Site_E;Ibadan;David;Low;1198;Monitoring
2086;L49265;L;299,5;309,3;1462;46,7;7;0;0;0;0;0;0;2025-01-06;Site_D;PortHarcourt;Ibrahim;Medium;3262;Scheduled
2087;H31500;H;299,4;309,3;1439;49,7;9;0;0;0;0;0;0;2026-02-18;Site_C;Kano;Chinedu;Medium;3058;Scheduled
2088;L49267;L;299,5;309,3;1577;36,6;14;0;0;0;0;0;0;2024-04-30;Site_E;Ibadan;Zainab;Low;1261;Scheduled
2089;L49268;L;299,6;309,4;1331;46,4;16;0;0;0;0;0;0;2025-07-16;Site_A;Lagos;Ngozi;Low;1219;Monitoring
2090;L49269;L;299,5;309,3;1941;22,5;18;0;0;0;0;0;0;2024-06-02;Site_B;Abuja;Kemi;Medium;3414;Monitoring
2091;L49270;L;299,5;309,2;1393;47,3;20;0;0;0;0;0;0;2024-02-13;Site_B;Abuja;David;Medium;5804;Monitoring
2092;L49271;L;299,4;309,2;1433;42,1;22;0;0;0;0;0;0;2026-03-06;Site_E;Ibadan;Tunde;Medium;5386;Monitoring
2093;L49272;L;299,4;309,2;1444;48,2;24;0;0;0;0;0;0;2024-12-15;Site_A;Lagos;David;Medium;5474;Monitoring
2094;L49273;L;299,4;309,2;1564;39;26;0;0;0;0;0;0;2025-09-08;Site_E;Ibadan;Tunde;Medium;4135;Scheduled
2095;L49274;L;299,4;309,3;1377;43,6;28;0;0;0;0;0;0;2024-09-17;Site_C;Kano;Amina;Medium;4015;Scheduled
2096;L49275;L;299,4;309,3;1525;41,5;30;0;0;0;0;0;0;2025-02-26;Site_C;Kano;Samuel;Low;2428;Monitoring
2097;M16956;M;299,5;309,4;1387;56,2;32;0;0;0;0;0;0;2025-04-20;Site_C;Kano;Tunde;Medium;5643;Scheduled
2098;M16957;M;299,4;309,4;1326;47,5;35;0;0;0;0;0;0;2024-08-03;Site_B;Abuja;Tunde;Low;1911;Scheduled
2099;L49278;L;299,4;309,3;1401;59;38;0;0;0;0;0;0;2025-12-16;Site_D;PortHarcourt;David;Low;1308;Scheduled
2100;L49279;L;299,4;309,3;1596;31,8;40;0;0;0;0;0;0;2025-11-10;Site_A;Lagos;Ngozi;Low;1896;Scheduled
2101;M16960;M;299,3;309,3;1471;46;42;0;0;0;0;0;0;2025-01-30;Site_C;Kano;Fatima;Low;742;Scheduled
2102;L49281;L;299,3;309,3;1528;37,8;45;0;0;0;0;0;0;2025-05-17;Site_A;Lagos;Amina;Low;600;Monitoring
2103;L49282;L;299,3;309,3;1325;62;47;0;0;0;0;0;0;2024-04-17;Site_A;Lagos;Fatima;Medium;5569;Scheduled
2104;M16963;M;299,3;309,1;1376;46,7;49;0;0;0;0;0;0;2025-10-10;Site_B;Abuja;Ibrahim;Medium;3346;Monitoring
2105;M16964;M;299,3;309,1;1600;35,3;52;0;0;0;0;0;0;2025-09-16;Site_B;Abuja;Zainab;Low;2206;Scheduled
2106;L49285;L;299,3;309,1;1495;44;55;0;0;0;0;0;0;2026-02-21;Site_A;Lagos;David;Medium;3137;Monitoring
2107;L49286;L;299,4;309,1;1645;28,6;57;0;0;0;0;0;0;2024-11-20;Site_B;Abuja;Ngozi;Medium;4989;Monitoring
2108;M16967;M;299,4;309,1;1417;47,3;59;0;0;0;0;0;0;2024-04-30;Site_C;Kano;David;Low;1777;Scheduled
2109;H31522;H;299,4;309;1415;51,7;62;0;0;0;0;0;0;2024-04-01;Site_F;Enugu;Amina;Low;1163;Monitoring
2110;M16969;M;299,3;309;1496;43,4;67;0;0;0;0;0;0;2024-09-11;Site_C;Kano;Fatima;Low;1521;Monitoring
2111;H31524;H;299,3;309;1508;35;70;0;0;0;0;0;0;2024-01-05;Site_E;Ibadan;Tunde;Low;1536;Monitoring
2112;L49291;L;299,4;309;1436;47,9;75;0;0;0;0;0;0;2024-08-30;Site_B;Abuja;Samuel;Low;2274;Scheduled
2113;L49292;L;299,5;309,1;1852;22,6;77;0;0;0;0;0;0;2024-05-06;Site_B;Abuja;Ngozi;Low;1371;Scheduled
2114;L49293;L;299,5;309,1;1863;22,5;79;0;0;0;0;0;0;2024-12-19;Site_F;Enugu;Kemi;Low;2108;Scheduled
2115;H31528;H;299,4;309,1;1373;44,1;81;0;0;0;0;0;0;2025-03-25;Site_E;Ibadan;Zainab;Low;1107;Monitoring
2116;L49295;L;299,4;309;1404;47,3;86;0;0;0;0;0;0;2026-02-12;Site_F;Enugu;Zainab;Medium;5731;Monitoring
2117;M16976;M;299,4;309;1381;44,9;88;0;0;0;0;0;0;2025-04-13;Site_B;Abuja;Samuel;Medium;4135;Scheduled
2118;H31531;H;299,4;308,9;1762;29,3;91;0;0;0;0;0;0;2024-04-12;Site_C;Kano;David;Low;1846;Monitoring
2119;H31532;H;299,3;308,9;1429;43;96;0;0;0;0;0;0;2025-02-10;Site_B;Abuja;David;Medium;2505;Scheduled
2120;M16979;M;299,3;308,9;1858;24,7;101;0;0;0;0;0;0;2026-03-22;Site_F;Enugu;Kemi;Low;649;Scheduled
2121;H31534;H;299,2;308,8;1908;21,3;104;0;0;0;0;0;0;2025-09-24;Site_C;Kano;Kemi;Medium;3725;Scheduled
2122;M16981;M;299,2;308,8;1503;37,4;109;0;0;0;0;0;0;2024-08-30;Site_F;Enugu;Chinedu;Low;2283;Monitoring
2123;M16982;M;299,2;308,8;1523;38,9;112;0;0;0;0;0;0;2024-06-17;Site_C;Kano;Samuel;Medium;2970;Monitoring
2124;L49303;L;299,3;309;1491;38,4;115;0;0;0;0;0;0;2025-12-12;Site_F;Enugu;Tunde;Medium;5569;Monitoring
2125;L49304;L;299,2;308,9;1430;39,1;117;0;0;0;0;0;0;2025-01-29;Site_B;Abuja;Tunde;Medium;4577;Scheduled
2126;L49305;L;299,3;308,9;1258;69,4;119;1;0;0;1;0;0;2025-09-18;Site_D;PortHarcourt;Fatima;Critical;19514;Closed
2127;L49306;L;299,3;309;1449;46,5;121;0;0;0;0;0;0;2025-10-03;Site_F;Enugu;David;Low;717;Scheduled
2128;H31541;H;299,3;309;1425;40,6;123;0;0;0;0;0;0;2025-06-25;Site_E;Ibadan;Kemi;Low;1458;Monitoring
2129;L49308;L;299,4;309;1800;24,3;128;0;0;0;0;0;0;2026-04-01;Site_E;Ibadan;Fatima;Low;625;Monitoring
2130;H31543;H;299,4;309;1607;33,7;130;0;0;0;0;0;0;2024-08-19;Site_E;Ibadan;Zainab;Medium;5407;Monitoring
2131;L49310;L;299,4;309;1391;58,2;135;0;0;0;0;0;0;2024-03-02;Site_D;PortHarcourt;Amina;Medium;4832;Scheduled
2132;L49311;L;299,4;309,1;1432;45,4;137;0;0;0;0;0;0;2026-02-20;Site_B;Abuja;Ngozi;Low;2297;Scheduled
2133;L49312;L;299,4;309;1660;28,4;139;0;0;0;0;0;0;2024-09-20;Site_F;Enugu;Zainab;Low;1184;Scheduled
2134;H31547;H;299,3;309;1732;29,7;141;0;0;0;0;0;0;2025-06-17;Site_C;Kano;Samuel;Low;2258;Scheduled
2135;L49314;L;299,3;309;1473;46,3;146;0;0;0;0;0;0;2024-06-29;Site_C;Kano;Ibrahim;Medium;4079;Scheduled
2136;L49315;L;299,3;309;1511;47,8;148;0;0;0;0;0;0;2025-09-06;Site_C;Kano;Fatima;Medium;5175;Monitoring
2137;L49316;L;299,2;308,9;1588;41,5;150;0;0;0;0;0;0;2025-11-08;Site_E;Ibadan;Zainab;Low;1472;Monitoring
2138;L49317;L;299,3;308,9;1623;31,1;152;0;0;0;0;0;0;2025-01-15;Site_E;Ibadan;Fatima;Medium;2959;Monitoring
2139;L49318;L;299,3;309;1734;30,6;154;0;0;0;0;0;0;2026-01-24;Site_A;Lagos;Samuel;Medium;3254;Monitoring
2140;L49319;L;299,3;309;1415;47,6;156;0;0;0;0;0;0;2025-10-13;Site_F;Enugu;Samuel;Medium;5674;Monitoring
2141;L49320;L;299,3;309;1419;46,6;158;0;0;0;0;0;0;2024-05-27;Site_E;Ibadan;David;Medium;2682;Scheduled
2142;M17001;M;299,3;308,9;1577;34,9;160;0;0;0;0;0;0;2024-09-20;Site_A;Lagos;Samuel;Low;1468;Monitoring
2143;L49322;L;299,3;308,9;1376;60,3;163;0;0;0;0;0;0;2025-02-10;Site_F;Enugu;Samuel;Low;2302;Monitoring
2144;M17003;M;299,3;308,8;1442;49;165;0;0;0;0;0;0;2026-01-07;Site_C;Kano;Fatima;Medium;4559;Monitoring
2145;L49324;L;299,4;308,9;1451;40,5;168;0;0;0;0;0;0;2026-03-14;Site_A;Lagos;Zainab;Low;2050;Scheduled
2146;L49325;L;299,3;308,8;1550;45,8;170;0;0;0;0;0;0;2025-03-14;Site_C;Kano;Tunde;Low;1500;Scheduled
2147;L49326;L;299,3;308,8;1647;32,9;172;0;0;0;0;0;0;2024-08-19;Site_B;Abuja;Samuel;Low;1945;Monitoring
2148;L49327;L;299,4;308,9;1550;33,7;174;0;0;0;0;0;0;2025-01-26;Site_F;Enugu;Amina;Low;669;Scheduled
2149;L49328;L;299,4;308,9;1583;34,1;176;0;0;0;0;0;0;2025-03-06;Site_F;Enugu;Samuel;Low;1929;Monitoring
2150;L49329;L;299,4;309;1613;32,2;178;0;0;0;0;0;0;2025-10-18;Site_D;PortHarcourt;Samuel;Medium;3738;Monitoring
2151;H31564;H;299,3;308,8;1636;35,5;180;0;0;0;0;0;0;2025-05-08;Site_D;PortHarcourt;Kemi;Medium;3893;Scheduled
2152;M17011;M;299,3;308,7;1289;51,5;185;0;0;0;0;0;0;2025-11-11;Site_D;PortHarcourt;Kemi;Low;607;Scheduled
2153;M17012;M;299,3;308,8;1648;28,4;188;0;0;0;0;0;0;2024-02-01;Site_D;PortHarcourt;Ngozi;Medium;5318;Monitoring
2154;H31567;H;299,3;308,8;1397;45,4;191;0;0;0;0;0;0;2024-07-24;Site_A;Lagos;Fatima;Medium;2813;Monitoring
2155;M17014;M;299,3;308,9;1767;24,8;196;0;0;0;0;0;0;2025-11-06;Site_B;Abuja;Kemi;Medium;4692;Monitoring
2156;L49335;L;299,3;308,8;1341;47,7;199;0;0;0;0;0;0;2026-03-06;Site_D;PortHarcourt;Kemi;Medium;3290;Scheduled
2157;M17016;M;299,4;308,9;1457;41,5;201;0;0;0;0;0;0;2024-11-29;Site_A;Lagos;Ngozi;Low;1881;Scheduled
2158;M17017;M;299,4;309;1939;19,8;204;0;0;0;0;0;0;2025-12-23;Site_E;Ibadan;Samuel;Medium;5545;Scheduled
2159;M17018;M;299,5;309;1399;49,7;207;0;0;0;0;0;0;2025-09-05;Site_A;Lagos;Ngozi;Low;726;Scheduled
2160;M17019;M;299,5;309;1602;31,3;210;0;0;0;0;0;0;2024-06-18;Site_F;Enugu;Chinedu;Medium;5231;Scheduled
2161;L49340;L;299,4;309;1507;41;213;0;0;0;0;0;0;2026-04-12;Site_F;Enugu;Amina;Medium;5969;Scheduled
2162;L49341;L;299,4;309,1;1464;40,5;215;0;0;0;0;0;0;2024-03-12;Site_C;Kano;Ngozi;Medium;5550;Monitoring
2163;L49342;L;299,5;309,1;1336;42,1;217;0;0;0;0;0;0;2026-03-08;Site_E;Ibadan;Fatima;Low;1179;Scheduled
2164;L49343;L;299,6;309,2;1422;39,8;219;0;0;0;0;0;0;2024-12-28;Site_C;Kano;Fatima;Medium;2972;Monitoring
2165;L49344;L;299,6;309,2;1540;36,7;221;0;0;0;0;0;0;2024-04-01;Site_C;Kano;Zainab;Medium;2754;Monitoring
2166;L49345;L;299,5;309,1;1476;47,8;223;0;0;0;0;0;0;2024-06-08;Site_C;Kano;Zainab;Medium;3833;Monitoring
2167;M17026;M;299,6;309,2;1867;23,4;225;1;1;0;0;0;0;2024-08-22;Site_A;Lagos;Amina;High;10753;Closed
2168;H31581;H;299,6;309,1;1588;41,3;0;0;0;0;0;0;0;2024-12-23;Site_B;Abuja;Tunde;Low;1819;Monitoring
2169;M17028;M;299,5;309,1;1420;49,5;5;0;0;0;0;0;0;2025-02-08;Site_D;PortHarcourt;Kemi;Medium;5086;Scheduled
2170;L49349;L;299,5;309,1;1415;49,2;8;0;0;0;0;0;0;2025-07-06;Site_D;PortHarcourt;Ibrahim;Medium;2684;Monitoring
2171;M17030;M;299,4;309,1;1500;43,3;10;0;0;0;0;0;0;2024-06-03;Site_B;Abuja;Amina;Medium;4340;Scheduled
2172;L49351;L;299,5;309,1;1502;44,6;13;0;0;0;0;0;0;2024-10-17;Site_C;Kano;Ibrahim;Low;1909;Monitoring
2173;L49352;L;299,5;309,2;1816;23;15;0;0;0;0;0;0;2025-05-28;Site_C;Kano;David;Low;1246;Monitoring
2174;M17033;M;299,5;309,2;1495;41,6;17;0;0;0;0;0;0;2026-01-15;Site_E;Ibadan;Ibrahim;Medium;5543;Scheduled
2175;L49354;L;299,6;309,2;1572;33,4;20;0;0;0;0;0;0;2024-04-24;Site_E;Ibadan;Zainab;Medium;3664;Scheduled
2176;M17035;M;299,5;309,2;1590;35,9;22;0;0;0;0;0;0;2025-10-23;Site_D;PortHarcourt;Chinedu;Medium;5241;Monitoring
2177;M17036;M;299,6;309,3;1387;48,3;25;0;0;0;0;0;0;2024-12-26;Site_C;Kano;Ibrahim;Medium;2832;Scheduled
2178;M17037;M;299,6;309,2;1393;47,7;28;0;0;0;0;0;0;2025-01-11;Site_F;Enugu;Zainab;Medium;4291;Scheduled
2179;L49358;L;299,6;309,2;1602;37,3;31;0;0;0;0;0;0;2024-01-11;Site_C;Kano;Zainab;Medium;4239;Monitoring
2180;L49359;L;299,6;309,2;1601;33,3;33;0;0;0;0;0;0;2024-07-10;Site_E;Ibadan;Ibrahim;Low;588;Scheduled
2181;H31594;H;299,6;309,2;1597;36,3;35;0;0;0;0;0;0;2025-05-17;Site_A;Lagos;Fatima;Low;1277;Scheduled
2182;H31595;H;299,5;309,1;1548;44,3;40;0;0;0;0;0;0;2025-02-26;Site_E;Ibadan;Samuel;Low;1588;Scheduled
2183;M17042;M;299,5;309,2;1314;61,8;45;0;0;0;0;0;0;2025-06-27;Site_C;Kano;Ngozi;Medium;5520;Scheduled
2184;M17043;M;299,6;309,3;1577;39,8;48;0;0;0;0;0;0;2025-07-16;Site_B;Abuja;Zainab;Low;738;Scheduled
2185;L49364;L;299,8;309,4;1475;43,4;51;0;0;0;0;0;0;2024-03-01;Site_D;PortHarcourt;Samuel;Low;1981;Scheduled
2186;L49365;L;299,8;309,4;1630;32,4;53;0;0;0;0;0;0;2024-09-02;Site_B;Abuja;David;Medium;4403;Scheduled
2187;L49366;L;299,7;309,4;1445;42,9;55;0;0;0;0;0;0;2025-08-21;Site_A;Lagos;Chinedu;Low;2395;Monitoring
2188;M17047;M;299,8;309,4;1439;47,4;57;0;0;0;0;0;0;2025-05-09;Site_C;Kano;Ibrahim;Medium;4949;Scheduled
2189;L49368;L;299,7;309,3;1420;44,1;60;0;0;0;0;0;0;2024-10-23;Site_B;Abuja;Ngozi;Medium;3725;Monitoring
2190;H31603;H;299,7;309,2;1554;41,6;62;0;0;0;0;0;0;2025-02-10;Site_D;PortHarcourt;Samuel;Low;2334;Monitoring
2191;M17050;M;299,6;309,1;1471;44,3;67;0;0;0;0;0;0;2025-10-01;Site_F;Enugu;David;Low;1365;Scheduled
2192;L49371;L;299,6;309;1648;33,6;70;0;0;0;0;0;0;2024-07-11;Site_D;PortHarcourt;Ibrahim;Low;589;Scheduled
2193;L49372;L;299,6;309;1472;48,8;72;0;0;0;0;0;0;2025-10-27;Site_B;Abuja;Samuel;Low;2208;Scheduled
2194;M17053;M;299,5;308,9;1448;42,9;74;0;0;0;0;0;0;2024-12-09;Site_B;Abuja;Tunde;Medium;3725;Scheduled
2195;M17054;M;299,6;308,9;1568;35,3;77;0;0;0;0;0;0;2025-07-21;Site_E;Ibadan;Amina;Medium;2561;Monitoring
2196;L49375;L;299,6;308,9;1613;30,8;80;0;0;0;0;0;0;2024-01-05;Site_F;Enugu;Ibrahim;Medium;5321;Scheduled
2197;M17056;M;299,7;308,9;1551;35,4;82;0;0;0;0;0;0;2025-03-14;Site_D;PortHarcourt;David;Medium;4877;Monitoring
2198;L49377;L;299,7;309;1412;49,2;85;0;0;0;0;0;0;2024-10-10;Site_C;Kano;Amina;Medium;5215;Monitoring
2199;M17058;M;299,7;308,9;1478;41;87;0;0;0;0;0;0;2025-10-01;Site_C;Kano;Ibrahim;Low;2364;Monitoring
2200;M17059;M;299,8;309,1;1268;58;90;0;0;0;0;0;0;2025-02-08;Site_F;Enugu;Tunde;Medium;4504;Monitoring
2201;L49380;L;299,8;309,1;1546;35,6;93;0;0;0;0;0;0;2025-11-03;Site_D;PortHarcourt;Tunde;Low;1768;Scheduled
2202;L49381;L;299,8;309;1567;36,1;95;0;0;0;0;0;0;2024-07-28;Site_E;Ibadan;David;Medium;5185;Monitoring
2203;M17062;M;299,9;309,2;1548;35,7;97;0;0;0;0;0;0;2024-05-09;Site_F;Enugu;David;Medium;2782;Scheduled
2204;L49383;L;299,8;309;1614;30,8;100;0;0;0;0;0;0;2024-02-13;Site_A;Lagos;Chinedu;Medium;2508;Monitoring
2205;M17064;M;299,7;309,1;1352;46,1;102;0;0;0;0;0;0;2026-02-04;Site_E;Ibadan;Zainab;Medium;3067;Scheduled
2206;L49385;L;299,9;309,2;1624;34,6;105;0;0;0;0;0;0;2024-07-18;Site_D;PortHarcourt;Ibrahim;Medium;3556;Monitoring
2207;L49386;L;299,9;309,2;1436;52;107;0;0;0;0;0;0;2025-08-07;Site_B;Abuja;Kemi;Medium;4195;Scheduled
2208;L49387;L;299,8;309,2;1591;37,5;109;0;0;0;0;0;0;2025-11-12;Site_B;Abuja;Kemi;Medium;5900;Monitoring
2209;H31622;H;299,8;309,2;1435;42,6;111;0;0;0;0;0;0;2025-02-26;Site_C;Kano;Kemi;Low;2025;Monitoring
2210;L49389;L;299,8;309,3;1386;49,4;116;0;0;0;0;0;0;2025-12-14;Site_E;Ibadan;Ngozi;Medium;4062;Monitoring
2211;L49390;L;299,7;309,2;1401;54,1;118;0;0;0;0;0;0;2025-03-15;Site_F;Enugu;Ngozi;Low;1041;Scheduled
2212;M17071;M;299,6;309;1245;64;120;0;0;0;0;0;0;2024-09-08;Site_E;Ibadan;Chinedu;Low;1202;Scheduled
2213;L49392;L;299,7;309,1;1475;40;123;0;0;0;0;0;0;2024-12-23;Site_E;Ibadan;Tunde;Medium;3438;Scheduled
2214;L49393;L;299,7;309,1;1473;39,4;125;0;0;0;0;0;0;2025-11-03;Site_B;Abuja;Amina;Low;589;Monitoring
2215;H31628;H;299,7;309,2;1355;44,8;127;0;0;0;0;0;0;2024-05-19;Site_D;PortHarcourt;Tunde;Medium;4682;Monitoring
2216;H31629;H;299,7;309,2;1468;49,6;132;0;0;0;0;0;0;2025-08-12;Site_F;Enugu;Tunde;Medium;4134;Monitoring
2217;L49396;L;299,7;309,2;1645;30,8;137;0;0;0;0;0;0;2025-05-29;Site_D;PortHarcourt;Amina;Medium;2993;Monitoring
2218;L49397;L;299,7;309,1;1347;55,3;139;0;0;0;0;0;0;2025-03-11;Site_A;Lagos;Chinedu;Medium;3715;Monitoring
2219;L49398;L;299,7;309,1;1713;33,5;141;0;0;0;0;0;0;2025-05-01;Site_A;Lagos;Samuel;Low;1204;Scheduled
2220;M17079;M;299,6;309,1;1435;48,4;143;0;0;0;0;0;0;2025-01-28;Site_E;Ibadan;Ngozi;Medium;5673;Scheduled
2221;M17080;M;299,6;309;1736;26,1;146;0;0;0;0;0;0;2024-02-25;Site_A;Lagos;Amina;Low;1395;Monitoring
2222;L49401;L;299,6;309;1372;60,4;149;0;0;0;0;0;0;2026-03-03;Site_D;PortHarcourt;Tunde;Medium;4773;Scheduled
2223;L49402;L;299,7;309;1605;33;151;0;0;0;0;0;0;2024-04-01;Site_C;Kano;Kemi;Medium;5802;Monitoring
2224;L49403;L;299,6;309;1413;48,5;153;0;0;0;0;0;0;2024-08-11;Site_B;Abuja;Ibrahim;Medium;2714;Scheduled
2225;M17084;M;299,7;309;1645;31,9;155;0;0;0;0;0;0;2024-05-13;Site_D;PortHarcourt;Chinedu;Low;1885;Monitoring
2226;M17085;M;299,7;309;1465;49;158;0;0;0;0;0;0;2024-09-13;Site_F;Enugu;Zainab;Low;835;Scheduled
2227;M17086;M;299,6;308,9;1685;27,8;161;0;0;0;0;0;0;2025-09-29;Site_F;Enugu;Amina;Low;2483;Scheduled
2228;L49407;L;299,5;308,8;1965;20,4;164;0;0;0;0;0;0;2024-09-09;Site_D;PortHarcourt;David;Low;1965;Monitoring
2229;H31642;H;299,4;308,6;1542;41,8;166;0;0;0;0;0;0;2024-03-15;Site_F;Enugu;Samuel;Low;2072;Monitoring
2230;L49409;L;299,4;308,7;1681;30,8;171;0;0;0;0;0;0;2024-11-26;Site_B;Abuja;Ngozi;Medium;5806;Monitoring
2231;L49410;L;299,5;308,7;1446;45,7;173;0;0;0;0;0;0;2026-03-22;Site_C;Kano;Zainab;Medium;3430;Monitoring
2232;L49411;L;299,4;308,6;1415;56,4;175;0;0;0;0;0;0;2024-04-28;Site_D;PortHarcourt;Fatima;Low;1018;Monitoring
2233;L49412;L;299,5;308,6;1672;30,5;177;0;0;0;0;0;0;2025-08-25;Site_A;Lagos;Fatima;Medium;4222;Monitoring
2234;L49413;L;299,5;308,7;2549;13;179;1;0;0;1;0;0;2025-07-21;Site_A;Lagos;David;Critical;27388;InProgress
2235;L49414;L;299,4;308,6;1492;40,5;181;0;0;0;0;0;0;2024-09-20;Site_A;Lagos;Fatima;Medium;4665;Scheduled
2236;M17095;M;299,4;308,6;1455;42,7;183;0;0;0;0;0;0;2025-06-23;Site_C;Kano;Chinedu;Low;1649;Scheduled
2237;M17096;M;299,3;308,5;1422;43,1;186;0;0;0;0;0;0;2025-10-30;Site_E;Ibadan;David;Medium;5410;Scheduled
2238;L49417;L;299,3;308,6;1403;50,6;189;0;0;0;0;0;0;2025-09-21;Site_D;PortHarcourt;Tunde;Low;795;Monitoring
2239;L49418;L;299,3;308,6;1474;49,6;191;0;0;0;0;0;0;2025-05-01;Site_E;Ibadan;Samuel;Medium;5954;Scheduled
2240;L49419;L;299,2;308,6;1381;50;193;0;0;0;0;0;0;2026-04-08;Site_D;PortHarcourt;David;Medium;2852;Monitoring
2241;L49420;L;299,2;308,5;1457;44,7;195;0;0;0;0;0;0;2024-12-26;Site_B;Abuja;Kemi;Medium;3253;Scheduled
2242;L49421;L;299,2;308,4;1711;28,9;197;0;0;0;0;0;0;2025-06-14;Site_D;PortHarcourt;Tunde;Medium;5396;Scheduled
2243;L49422;L;299,2;308,4;1667;29;199;0;0;0;0;0;0;2025-08-04;Site_F;Enugu;Ibrahim;Medium;3151;Scheduled
2244;L49423;L;299,2;308,4;1465;35;201;0;0;0;0;0;0;2025-05-19;Site_A;Lagos;Fatima;Low;1955;Scheduled
2245;M17104;M;299,3;308,4;1542;37,5;203;1;1;0;0;0;0;2025-03-25;Site_C;Kano;Samuel;Critical;23080;Closed
2246;M17105;M;299,3;308,4;1438;42,3;0;0;0;0;0;0;0;2024-10-02;Site_E;Ibadan;Kemi;Low;980;Scheduled
2247;L49426;L;299,3;308,4;1406;47,4;3;0;0;0;0;0;0;2025-10-09;Site_E;Ibadan;Ngozi;Low;2273;Monitoring
2248;M17107;M;299,2;308,4;1396;48,5;5;0;0;0;0;0;0;2024-03-18;Site_D;PortHarcourt;Samuel;Low;1589;Monitoring
2249;M17108;M;299,3;308,5;1304;60,6;8;0;0;0;0;0;0;2024-01-31;Site_E;Ibadan;Amina;Low;1979;Scheduled
2250;L49429;L;299,2;308,5;1442;46,5;11;0;0;0;0;0;0;2025-01-14;Site_C;Kano;Fatima;Low;1573;Monitoring
2251;M17110;M;299,2;308,4;1396;48,7;13;0;0;0;0;0;0;2025-04-08;Site_C;Kano;Ngozi;Low;2025;Scheduled
2252;H31665;H;299,1;308,3;1424;43,4;16;0;0;0;0;0;0;2026-04-01;Site_D;PortHarcourt;Amina;Low;774;Monitoring
2253;H31666;H;299,1;308,3;1451;42,8;21;0;0;0;0;0;0;2024-03-10;Site_D;PortHarcourt;Chinedu;Medium;5970;Scheduled
2254;L49433;L;299,2;308,4;1386;54,1;26;0;0;0;0;0;0;2026-01-11;Site_A;Lagos;Zainab;Medium;5736;Monitoring
2255;L49434;L;299,1;308,3;1325;46,9;28;0;0;0;0;0;0;2024-12-02;Site_E;Ibadan;Amina;Low;2114;Monitoring
2256;L49435;L;299,1;308,3;1559;33,7;30;0;0;0;0;0;0;2026-01-18;Site_A;Lagos;Ibrahim;Low;2382;Scheduled
2257;L49436;L;299,1;308,3;1489;38,1;32;0;0;0;0;0;0;2024-12-29;Site_D;PortHarcourt;Kemi;Medium;5782;Scheduled
2258;L49437;L;299,1;308,3;1892;25,2;34;0;0;0;0;0;0;2024-07-16;Site_B;Abuja;Kemi;Medium;2860;Scheduled
